PersoonID	Naam	Voornamen	Tussenvoegsels	Achternaam	LP_PersoonURL	LP_PersoonArchiefURL	ArchiefURLStatusCheck-17122019		Geboortedatum	Geboorteplaats	Sterfdatum	Sterfplaats
457452	Júlia Májeková	Júlia		Májeková	https://www.literatuurplein.nl/persdetail?persId=457452	http://web.archive.org/web/20191205210922/https://www.literatuurplein.nl/persdetail?persId=457452	200	Klik	1919		1991	
457454	Janko Moder	Janko		Moder	https://www.literatuurplein.nl/persdetail?persId=457454	http://web.archive.org/web/20191205210938/https://www.literatuurplein.nl/persdetail?persId=457454	200	Klik	08-05-1914	Ljubljana	20-10-2006	
457456	Aart Zeeman	Aart		Zeeman	https://www.literatuurplein.nl/persdetail?persId=457456	http://web.archive.org/web/20191205210955/https://www.literatuurplein.nl/persdetail?persId=457456	200	Klik	17-11-1956	Huizen		
457484	Gaea Schoeters	Gaea		Schoeters	https://www.literatuurplein.nl/persdetail?persId=457484	http://web.archive.org/web/20191205211011/https://www.literatuurplein.nl/persdetail?persId=457484	200	Klik	1976			
457590	Diane Ducret	Diane		Ducret	https://www.literatuurplein.nl/persdetail?persId=457590	http://web.archive.org/web/20191205211027/https://www.literatuurplein.nl/persdetail?persId=457590	200	Klik	1983	Anderlecht		
457624	Paul Van De Laar	Paul	van de	Laar	https://www.literatuurplein.nl/persdetail?persId=457624	http://web.archive.org/web/20191205211043/https://www.literatuurplein.nl/persdetail?persId=457624	200	Klik	1959			
457625	Leyn Leynse	Leyn		Leynse	https://www.literatuurplein.nl/persdetail?persId=457625	http://web.archive.org/web/20191205211100/https://www.literatuurplein.nl/persdetail?persId=457625	200	Klik	23-09-1941	Amsterdam	07-10-2006	Parijs
457843	Igor Znidarsic	Igor	 	Znidarsic	https://www.literatuurplein.nl/detail/persoon/igor-znidarsic/457843	http://web.archive.org/web/20191129134658/https://www.literatuurplein.nl/detail/persoon/igor-znidarsic/457843	200	Klik				
457855	Tamsyn Murray	Tamsyn		Murray	https://www.literatuurplein.nl/persdetail?persId=457855	http://web.archive.org/web/20191205211116/https://www.literatuurplein.nl/persdetail?persId=457855	200	Klik	01-06-1972	Cornwall		
457959	Justin Torres	Justin		Torres	https://www.literatuurplein.nl/persdetail?persId=457959	http://web.archive.org/web/20191205211132/https://www.literatuurplein.nl/persdetail?persId=457959	200	Klik	1980	New York City		
457979	Kevin Valgaeren	Kevin	 	Valgaeren	https://www.literatuurplein.nl/detail/persoon/kevin-valgaeren/457979	http://web.archive.org/web/20191129143450/https://www.literatuurplein.nl/detail/persoon/kevin-valgaeren/457979	200	Klik				
457995	Aad Correljé	Aad		Correljé	https://www.literatuurplein.nl/persdetail?persId=457995	http://web.archive.org/web/20191205211148/https://www.literatuurplein.nl/persdetail?persId=457995	200	Klik	1959			
458055	Paul Van Craenenbroeck	Paul	van	Craenenbroeck	https://www.literatuurplein.nl/persdetail?persId=458055	http://web.archive.org/web/20191205211205/https://www.literatuurplein.nl/persdetail?persId=458055	200	Klik	15-06-1946	Brussel		
458301	Marie Monique Van Kempen	Marie Monique	van 	Kempen	https://www.literatuurplein.nl/detail/persoon/marie-monique-van-kempen/458301	http://web.archive.org/web/20191129150737/https://www.literatuurplein.nl/detail/persoon/marie-monique-van-kempen/458301	200	Klik				
458386	Dave Kastelein	Dave	 	Kastelein	https://www.literatuurplein.nl/detail/persoon/dave-kastelein/458386	http://web.archive.org/web/20191129124308/https://www.literatuurplein.nl/detail/persoon/dave-kastelein/458386	200	Klik				
458389	Mieke Lelyveld	Mieke		Lelyveld	https://www.literatuurplein.nl/persdetail?persId=458389	http://web.archive.org/web/20191205211221/https://www.literatuurplein.nl/persdetail?persId=458389	200	Klik	17-10-1933	Maartensdijk	01-03-2015	
458422	Rüdiger Bertram	Rüdiger		Bertram	https://www.literatuurplein.nl/persdetail?persId=458422	http://web.archive.org/web/20191205211237/https://www.literatuurplein.nl/persdetail?persId=458422	200	Klik	31-05-1967	Noordrijn-Westfalen		
458701	Alexander Klöpping	Alexander		Klöpping	https://www.literatuurplein.nl/persdetail?persId=458701	http://web.archive.org/web/20191205211254/https://www.literatuurplein.nl/persdetail?persId=458701	200	Klik	1987	Oss		
458741	Eva Wald Leveton	Eva Wald		Leveton	https://www.literatuurplein.nl/persdetail?persId=458741	http://web.archive.org/web/20191205211310/https://www.literatuurplein.nl/persdetail?persId=458741	200	Klik	1934			
458853	François René De Chateaubriand	François René	de	Chateaubriand	https://www.literatuurplein.nl/persdetail?persId=458853	http://web.archive.org/web/20191205211326/https://www.literatuurplein.nl/persdetail?persId=458853	200	Klik	04-09-1768		04-07-1848	Parijs
458919	Chad Harbach	Chad		Harbach	https://www.literatuurplein.nl/persdetail?persId=458919	http://web.archive.org/web/20191205211342/https://www.literatuurplein.nl/persdetail?persId=458919	200	Klik	1975			
458975	Frauke Joossen	Frauke	 	Joossen	https://www.literatuurplein.nl/detail/persoon/frauke-joossen/458975	http://web.archive.org/web/20191129131419/https://www.literatuurplein.nl/detail/persoon/frauke-joossen/458975	200	Klik				
459002	Renske Derkx	Renske		Derkx	https://www.literatuurplein.nl/persdetail?persId=459002	http://web.archive.org/web/20191205211359/https://www.literatuurplein.nl/persdetail?persId=459002	200	Klik	13-08-1993	Wageningen		
459048	Jens Olde Kalter	Jens		Olde Kalter	https://www.literatuurplein.nl/persdetail?persId=459048	http://web.archive.org/web/20191205211416/https://www.literatuurplein.nl/persdetail?persId=459048	200	Klik	1975			
459142	Hans Trapman	Hans		Trapman	https://www.literatuurplein.nl/persdetail?persId=459142	http://web.archive.org/web/20191205211432/https://www.literatuurplein.nl/persdetail?persId=459142	200	Klik	1944			
459208	Tom Wood	Tom	 	Wood	https://www.literatuurplein.nl/detail/persoon/tom-wood/459208	http://web.archive.org/web/20191129171737/https://www.literatuurplein.nl/detail/persoon/tom-wood/459208	200	Klik				
459237	Ger Teitler	Ger		Teitler	https://www.literatuurplein.nl/persdetail?persId=459237	http://web.archive.org/web/20191205211448/https://www.literatuurplein.nl/persdetail?persId=459237	200	Klik	1942			
459240	Hanneke Van Eijken	Hanneke	van	Eijken	https://www.literatuurplein.nl/persdetail?persId=459240	http://web.archive.org/web/20191205211504/https://www.literatuurplein.nl/persdetail?persId=459240	200	Klik	1981			
459283	Dirk Jan Barreveld	Dirk Jan		Barreveld	https://www.literatuurplein.nl/persdetail?persId=459283	http://web.archive.org/web/20191205211521/https://www.literatuurplein.nl/persdetail?persId=459283	200	Klik	1941			
459284	Femme S. Gaastra	Femme S.		Gaastra	https://www.literatuurplein.nl/persdetail?persId=459284	http://web.archive.org/web/20191205211537/https://www.literatuurplein.nl/persdetail?persId=459284	200	Klik	1945			
459285	Ewout Hoorn	Ewout		Hoorn	https://www.literatuurplein.nl/persdetail?persId=459285	http://web.archive.org/web/20191205211553/https://www.literatuurplein.nl/persdetail?persId=459285	200	Klik	1978			
459295	Math Verstegen	Math		Verstegen	https://www.literatuurplein.nl/persdetail?persId=459295	http://web.archive.org/web/20191205211609/https://www.literatuurplein.nl/persdetail?persId=459295	200	Klik	1927			
459334	Stephen Ellis	Stephen		Ellis	https://www.literatuurplein.nl/persdetail?persId=459334	http://web.archive.org/web/20191205211626/https://www.literatuurplein.nl/persdetail?persId=459334	200	Klik	13-06-1953	Nottingham	29-07-2015	
459429	Frans Jansz Van Der Heiden	Frans Jansz	van der	Heiden 	https://www.literatuurplein.nl/persdetail?persId=459429	http://web.archive.org/web/20191205211642/https://www.literatuurplein.nl/persdetail?persId=459429	200	Klik	1638		1681	
459431	Herman Ketting	Herman		Ketting	https://www.literatuurplein.nl/persdetail?persId=459431	http://web.archive.org/web/20191205211658/https://www.literatuurplein.nl/persdetail?persId=459431	200	Klik	1949			
459454	Pieter Breman	Pieter		Breman	https://www.literatuurplein.nl/persdetail?persId=459454	http://web.archive.org/web/20191205211714/https://www.literatuurplein.nl/persdetail?persId=459454	200	Klik	1948	Zwolle		
459512	Karin Sitalsing	Karin		Sitalsing	https://www.literatuurplein.nl/persdetail?persId=459512	http://web.archive.org/web/20191205211730/https://www.literatuurplein.nl/persdetail?persId=459512	200	Klik	1976			
459741	W. Otten	W.		Otten	https://www.literatuurplein.nl/persdetail?persId=459741	http://web.archive.org/web/20191205211747/https://www.literatuurplein.nl/persdetail?persId=459741	200	Klik	1922			
459743	Jaap Hofman	Jaap		Hofman	https://www.literatuurplein.nl/persdetail?persId=459743	http://web.archive.org/web/20191205211803/https://www.literatuurplein.nl/persdetail?persId=459743	200	Klik	1936			
459779	Jean Giraudoux	Jean		Giraudoux	https://www.literatuurplein.nl/persdetail?persId=459779	http://web.archive.org/web/20191205211820/https://www.literatuurplein.nl/persdetail?persId=459779	200	Klik	29-10-1882	Bellac	31-01-1944	Parijs
459907	Maarten Van Boven	Maarten	van	Boven	https://www.literatuurplein.nl/persdetail?persId=459907	http://web.archive.org/web/20191205211836/https://www.literatuurplein.nl/persdetail?persId=459907	200	Klik	1944			
459935	Anne Marie Koper	Anne Marie	 	Koper	https://www.literatuurplein.nl/detail/persoon/anne-marie-koper/459935	http://web.archive.org/web/20191129120545/https://www.literatuurplein.nl/detail/persoon/anne-marie-koper/459935	200	Klik				
459970	Yotam Ottolenghi	Yotam		Ottolenghi	https://www.literatuurplein.nl/persdetail?persId=459970	http://web.archive.org/web/20191205211852/https://www.literatuurplein.nl/persdetail?persId=459970	200	Klik	14-12-1968	Jeruzalem		
460072	Juan Pablo Villalobos	Juan Pablo		Villalobos	https://www.literatuurplein.nl/persdetail?persId=460072	http://web.archive.org/web/20191205211908/https://www.literatuurplein.nl/persdetail?persId=460072	200	Klik	1973	Guadalajara		
460081	Asha Dawesar	Asha		Dawesar	https://www.literatuurplein.nl/persdetail?persId=460081	http://web.archive.org/web/20191205211924/https://www.literatuurplein.nl/persdetail?persId=460081	200	Klik	1974			
460082	Héctor Abad	Héctor		Abad	https://www.literatuurplein.nl/persdetail?persId=460082	http://web.archive.org/web/20191205211940/https://www.literatuurplein.nl/persdetail?persId=460082	200	Klik	01-01-1958			
460275	Harry Muskee	Harry		Muskee	https://www.literatuurplein.nl/persdetail?persId=460275	http://web.archive.org/web/20191205211956/https://www.literatuurplein.nl/persdetail?persId=460275	200	Klik	10-06-1941	Assen	26-09-2011	Rolde
460277	Ellen Deckwitz	Ellen		Deckwitz	https://www.literatuurplein.nl/persdetail?persId=460277	http://web.archive.org/web/20191205212013/https://www.literatuurplein.nl/persdetail?persId=460277	200	Klik	20-05-1982	Deventer		
460305	Suzanne Wouda	Suzanne		Wouda	https://www.literatuurplein.nl/persdetail?persId=460305	http://web.archive.org/web/20191205212029/https://www.literatuurplein.nl/persdetail?persId=460305	200	Klik	08-03-1974	Kaatsheuvel		
460320	Lucinda Riley	Lucinda		Riley	https://www.literatuurplein.nl/persdetail?persId=460320	http://web.archive.org/web/20191205212046/https://www.literatuurplein.nl/persdetail?persId=460320	200	Klik	14-02-1971	Noord-Ierland		
460321	Laura Owen	Laura	 	Owen	https://www.literatuurplein.nl/detail/persoon/laura-owen/460321	http://web.archive.org/web/20191129144041/https://www.literatuurplein.nl/detail/persoon/laura-owen/460321	200	Klik				
460557	José Manuel Durão Barroso	José Manuel Durão		Barroso	https://www.literatuurplein.nl/persdetail?persId=460557	http://web.archive.org/web/20191205212102/https://www.literatuurplein.nl/persdetail?persId=460557	200	Klik	23-03-1956	Lissabon		
460766	Rick Honings	Rick		Honings	https://www.literatuurplein.nl/persdetail?persId=460766	http://web.archive.org/web/20191205212118/https://www.literatuurplein.nl/persdetail?persId=460766	200	Klik	27-04-1984	Heerlen		
460786	Wim Tusveld	Wim		Tusveld	https://www.literatuurplein.nl/persdetail?persId=460786	http://web.archive.org/web/20191205212134/https://www.literatuurplein.nl/persdetail?persId=460786	200	Klik	1945		07-05-2016	Venlo
460789	Patrick Dewitt	Patrick		Dewitt	https://www.literatuurplein.nl/persdetail?persId=460789	http://web.archive.org/web/20191205212150/https://www.literatuurplein.nl/persdetail?persId=460789	200	Klik	1975	Vancouver Island		
460821	Tia M. Lücker	Tia M.		Lücker	https://www.literatuurplein.nl/persdetail?persId=460821	http://web.archive.org/web/20191205212207/https://www.literatuurplein.nl/persdetail?persId=460821	200	Klik	20-01-1945	Amsterdam		
460914	Hannah Van Wieringen	Hannah	van	Wieringen	https://www.literatuurplein.nl/persdetail?persId=460914	http://web.archive.org/web/20191205212223/https://www.literatuurplein.nl/persdetail?persId=460914	200	Klik	1982	Haarlem		
460937	Willem Schinkel	Willem		Schinkel	https://www.literatuurplein.nl/persdetail?persId=460937	http://web.archive.org/web/20191205212239/https://www.literatuurplein.nl/persdetail?persId=460937	200	Klik	1976	Kampen		
461252	Ruth San A Jong	Ruth		San A Jong	https://www.literatuurplein.nl/persdetail?persId=461252	http://web.archive.org/web/20191205212255/https://www.literatuurplein.nl/persdetail?persId=461252	200	Klik	1970			
461442	Lex Harding	Lex		Harding	https://www.literatuurplein.nl/persdetail?persId=461442	http://web.archive.org/web/20191205212312/https://www.literatuurplein.nl/persdetail?persId=461442	200	Klik	16-04-1945	Boskoop		
461483	Huib Afman	Huib		Afman	https://www.literatuurplein.nl/persdetail?persId=461483	http://web.archive.org/web/20191205212328/https://www.literatuurplein.nl/persdetail?persId=461483	200	Klik	1972			
461605	Francesca Melandri	Francesca		Melandri	https://www.literatuurplein.nl/persdetail?persId=461605	http://web.archive.org/web/20191205212344/https://www.literatuurplein.nl/persdetail?persId=461605	200	Klik	1964	Rome		
461820	Gerard Mostert	Gerard	 	Mostert	https://www.literatuurplein.nl/detail/persoon/gerard-mostert/461820	http://web.archive.org/web/20191129131936/https://www.literatuurplein.nl/detail/persoon/gerard-mostert/461820	200	Klik				
461841	Anne Folkertsma	Anne		Folkertsma	https://www.literatuurplein.nl/persdetail?persId=461841	http://web.archive.org/web/20191205212401/https://www.literatuurplein.nl/persdetail?persId=461841	200	Klik	1964	Amsterdam		
461848	Lisa Vega	Lisa	 	Vega	https://www.literatuurplein.nl/detail/persoon/lisa-vega/461848	http://web.archive.org/web/20191129144942/https://www.literatuurplein.nl/detail/persoon/lisa-vega/461848	200	Klik				
462090	Coen Rood	Coen		Rood	https://www.literatuurplein.nl/persdetail?persId=462090	http://web.archive.org/web/20191205212417/https://www.literatuurplein.nl/persdetail?persId=462090	200	Klik	12-08-1917	Amsterdam	01-10-2011	
462103	Kees Van Wijk	Kees	van	Wijk	https://www.literatuurplein.nl/persdetail?persId=462103	http://web.archive.org/web/20191205212434/https://www.literatuurplein.nl/persdetail?persId=462103	200	Klik	1957	Tiel	januari 2013	
462483	Rodaan Al Galidi	Rodaan		Al Galidi	https://www.literatuurplein.nl/persdetail?persId=462483	http://web.archive.org/web/20191205212450/https://www.literatuurplein.nl/persdetail?persId=462483	200	Klik	1971	Najaf		
462546	J.S. Nan	J.S.		Nan	https://www.literatuurplein.nl/persdetail?persId=462546	http://web.archive.org/web/20191205212506/https://www.literatuurplein.nl/persdetail?persId=462546	200	Klik	1977			
462600	H.M. De Mol Van Otterloo	H.M.	de	Mol Van Otterloo	https://www.literatuurplein.nl/persdetail?persId=462600	http://web.archive.org/web/20191205212522/https://www.literatuurplein.nl/persdetail?persId=462600	200	Klik	1949	Den Haag		
462674	Pola Oloixarac	Pola		Oloixarac	https://www.literatuurplein.nl/persdetail?persId=462674	http://web.archive.org/web/20191205212539/https://www.literatuurplein.nl/persdetail?persId=462674	200	Klik	13-09-1977	Buenos Aires		
462719	Danilo Loizedda	Danilo	 	Loizedda	https://www.literatuurplein.nl/detail/persoon/danilo-loizedda/462719	http://web.archive.org/web/20191129124206/https://www.literatuurplein.nl/detail/persoon/danilo-loizedda/462719	200	Klik				
462752	Eva Burgers	Eva	 	Burgers	https://www.literatuurplein.nl/detail/persoon/eva-burgers/462752	http://web.archive.org/web/20191129130634/https://www.literatuurplein.nl/detail/persoon/eva-burgers/462752	200	Klik				
462787	Victor Català	Victor		Català	https://www.literatuurplein.nl/persdetail?persId=462787	http://web.archive.org/web/20191205212555/https://www.literatuurplein.nl/persdetail?persId=462787	200	Klik	1869	L'Escala	1966	
462818	Marloes Morshuis	Marloes	 	Morshuis	https://www.literatuurplein.nl/detail/persoon/marloes-morshuis/462818	http://web.archive.org/web/20191129151418/https://www.literatuurplein.nl/detail/persoon/marloes-morshuis/462818	200	Klik				
462885	Barbara Kuipers	Barbara		Kuipers	https://www.literatuurplein.nl/persdetail?persId=462885	http://web.archive.org/web/20191205212611/https://www.literatuurplein.nl/persdetail?persId=462885	200	Klik	1980			
