NieuwsID	Bericht	BerichtURL	BerichtArchiefURL	ArchiefURLStatusCheck-17122019	
2195	‘Als Simon er was scheen altijd de zon’	https://literatuurplein.nl/detail/nieuws/-als-simon-er-was-scheen-altijd-de-zon-/2195	http://web.archive.org/web/20191201030339/https://literatuurplein.nl/detail/nieuws/-als-simon-er-was-scheen-altijd-de-zon-/2195	200	Klik
2195	‘Als Simon er was scheen altijd de zon’	https://www.literatuurplein.nl/detail/nieuws/-als-simon-er-was-scheen-altijd-de-zon-/2195	http://web.archive.org/web/20191129111143/https://www.literatuurplein.nl/detail/nieuws/-als-simon-er-was-scheen-altijd-de-zon-/2195	200	Klik
2195	‘Als Simon er was scheen altijd de zon’	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=2195	http://web.archive.org/web/20191129221140/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=2195	200	Klik
1529	‘And lived happily ever after’	https://literatuurplein.nl/detail/nieuws/-and-lived-happily-ever-after-/1529	http://web.archive.org/web/20191201051732/https://literatuurplein.nl/detail/nieuws/-and-lived-happily-ever-after-/1529	200	Klik
1303	‘Gerard Reve is dood, maar Gerard Reve kan niet sterven.’	https://literatuurplein.nl/detail/nieuws/-gerard-reve-is-dood-maar-gerard-reve-kan-niet-sterven-/1303	http://web.archive.org/web/20191201044621/https://literatuurplein.nl/detail/nieuws/-gerard-reve-is-dood-maar-gerard-reve-kan-niet-sterven-/1303	200	Klik
2613	‘Harry was een fijn mens’	https://literatuurplein.nl/detail/nieuws/-harry-was-een-fijn-mens-/2613	http://web.archive.org/web/20191201025000/https://literatuurplein.nl/detail/nieuws/-harry-was-een-fijn-mens-/2613	200	Klik
355	‘Ik ben een schrijfster, moet u weten.’	https://literatuurplein.nl/detail/nieuws/-ik-ben-een-schrijfster-moet-u-weten-/355	http://web.archive.org/web/20191201071826/https://literatuurplein.nl/detail/nieuws/-ik-ben-een-schrijfster-moet-u-weten-/355	200	Klik
2180	‘Nederland negeert Vlaanderen,’ aldus Jeroen Brouwers in dankwoord	https://literatuurplein.nl/detail/nieuws/-nederland-negeert-vlaanderen-aldus-jeroen-brouwers-in-dankwoord/2180	http://web.archive.org/web/20191201034013/https://literatuurplein.nl/detail/nieuws/-nederland-negeert-vlaanderen-aldus-jeroen-brouwers-in-dankwoord/2180	200	Klik
1113	‘Spontane naamsbekendheid’ schrijvers ver onder de maat	https://literatuurplein.nl/detail/nieuws/-spontane-naamsbekendheid-schrijvers-ver-onder-de-maat/1113	http://web.archive.org/web/20191201061341/https://literatuurplein.nl/detail/nieuws/-spontane-naamsbekendheid-schrijvers-ver-onder-de-maat/1113	200	Klik
1067	‘Zeer aangename’ samenwerking tussen Hermans en Lampo	https://literatuurplein.nl/detail/nieuws/-zeer-aangename-samenwerking-tussen-hermans-en-lampo/1067	http://web.archive.org/web/20191201060914/https://literatuurplein.nl/detail/nieuws/-zeer-aangename-samenwerking-tussen-hermans-en-lampo/1067	200	Klik
2695	’Bericht aan de reizigers’ nu gedichtenmuur	https://literatuurplein.nl/detail/nieuws/-bericht-aan-de-reizigers-nu-gedichtenmuur/2695	http://web.archive.org/web/20191201032121/https://literatuurplein.nl/detail/nieuws/-bericht-aan-de-reizigers-nu-gedichtenmuur/2695	200	Klik
1118	’Nog niet met een paardengebit doorheen te komen’	https://literatuurplein.nl/detail/nieuws/-nog-niet-met-een-paardengebit-doorheen-te-komen-/1118	http://web.archive.org/web/20191201062526/https://literatuurplein.nl/detail/nieuws/-nog-niet-met-een-paardengebit-doorheen-te-komen-/1118	200	Klik
600	’t Hart en Mulisch niet op kandidatenlijst Partij voor de Dieren	https://literatuurplein.nl/detail/nieuws/-t-hart-en-mulisch-niet-op-kandidatenlijst-partij-voor-de-dieren/600	http://web.archive.org/web/20191201064937/https://literatuurplein.nl/detail/nieuws/-t-hart-en-mulisch-niet-op-kandidatenlijst-partij-voor-de-dieren/600	200	Klik
1202	’t Hart, Van der Jagt en Provoost op longlist internationale prijs	https://literatuurplein.nl/detail/nieuws/-t-hart-van-der-jagt-en-provoost-op-longlist-internationale-prijs/1202	http://web.archive.org/web/20191201053115/https://literatuurplein.nl/detail/nieuws/-t-hart-van-der-jagt-en-provoost-op-longlist-internationale-prijs/1202	200	Klik
2791	10.000 zwerfboeken in Nederland	https://literatuurplein.nl/detail/nieuws/10-000-zwerfboeken-in-nederland/2791	http://web.archive.org/web/20191201023206/https://literatuurplein.nl/detail/nieuws/10-000-zwerfboeken-in-nederland/2791	200	Klik
2238	100.00ste exemplaar Taal is zeg maar echt mijn ding verkocht	https://literatuurplein.nl/detail/nieuws/100-00ste-exemplaar-i-taal-is-zeg-maar-echt-mijn-ding-i-verkocht/2238	http://web.archive.org/web/20191201032552/https://literatuurplein.nl/detail/nieuws/100-00ste-exemplaar-i-taal-is-zeg-maar-echt-mijn-ding-i-verkocht/2238	200	Klik
3456	12 Years a Slave genomineerd voor Parel 2014	https://literatuurplein.nl/detail/nieuws/-i-12-years-a-slave-i-genomineerd-voor-parel-2014/3456	http://web.archive.org/web/20191201014547/https://literatuurplein.nl/detail/nieuws/-i-12-years-a-slave-i-genomineerd-voor-parel-2014/3456	200	Klik
3472	12 Years a Slave wint Parel voor de Beste Boekverfilming	https://literatuurplein.nl/detail/nieuws/-i-12-years-a-slave-i-wint-parel-voor-de-beste-boekverfilming-/3472	http://web.archive.org/web/20191201010630/https://literatuurplein.nl/detail/nieuws/-i-12-years-a-slave-i-wint-parel-voor-de-beste-boekverfilming-/3472	200	Klik
1546	1984 ‘definitieve’ boek van de twintigste eeuw	https://literatuurplein.nl/detail/nieuws/-i-1984-i-definitieve-boek-van-de-twintigste-eeuw/1546	http://web.archive.org/web/20191201053036/https://literatuurplein.nl/detail/nieuws/-i-1984-i-definitieve-boek-van-de-twintigste-eeuw/1546	200	Klik
2986	2013 wordt het Jaar van het Voorlezen	https://literatuurplein.nl/detail/nieuws/2013-wordt-het-jaar-van-het-voorlezen/2986	http://web.archive.org/web/20191201021501/https://literatuurplein.nl/detail/nieuws/2013-wordt-het-jaar-van-het-voorlezen/2986	200	Klik
2964	2013 wordt jubileumjaar rond Louis Couperus	https://literatuurplein.nl/detail/nieuws/2013-wordt-jubileumjaar-rond-louis-couperus/2964	http://web.archive.org/web/20191201022025/https://literatuurplein.nl/detail/nieuws/2013-wordt-jubileumjaar-rond-louis-couperus/2964	200	Klik
3581	2015 is Frans Kellendonkjaar	https://literatuurplein.nl/detail/nieuws/2015-is-frans-kellendonkjaar/3581	http://web.archive.org/web/20191201011652/https://literatuurplein.nl/detail/nieuws/2015-is-frans-kellendonkjaar/3581	200	Klik
3581	2015 is Frans Kellendonkjaar	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3581	http://web.archive.org/web/20191129223248/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3581	200	Klik
3715	2016 wordt Jaar van het Boek	https://literatuurplein.nl/detail/nieuws/2016-wordt-jaar-van-het-boek/3715	http://web.archive.org/web/20191201012152/https://literatuurplein.nl/detail/nieuws/2016-wordt-jaar-van-het-boek/3715	200	Klik
3715	2016 wordt Jaar van het Boek	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3715	http://web.archive.org/web/20191129224713/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3715	200	Klik
2033	2400 euro voor eerste gedicht van Hugo Claus	https://literatuurplein.nl/detail/nieuws/2400-euro-voor-eerste-gedicht-van-hugo-claus/2033	http://web.archive.org/web/20191201035805/https://literatuurplein.nl/detail/nieuws/2400-euro-voor-eerste-gedicht-van-hugo-claus/2033	200	Klik
3291	25 Jaar Stichting Lezen	https://literatuurplein.nl/detail/nieuws/25-jaar-stichting-lezen/3291	http://web.archive.org/web/20191201014305/https://literatuurplein.nl/detail/nieuws/25-jaar-stichting-lezen/3291	200	Klik
1804	25 miljoen exemplaren van 73 Boekenweekgeschenken	https://literatuurplein.nl/detail/nieuws/25-miljoen-exemplaren-van-73-boekenweekgeschenken/1804	http://web.archive.org/web/20191201034444/https://literatuurplein.nl/detail/nieuws/25-miljoen-exemplaren-van-73-boekenweekgeschenken/1804	200	Klik
3907	25 titels op longlist ECI Literatuurprijs	https://literatuurplein.nl/detail/nieuws/25-titels-op-longlist-eci-literatuurprijs-/3907	http://web.archive.org/web/20191201003429/https://literatuurplein.nl/detail/nieuws/25-titels-op-longlist-eci-literatuurprijs-/3907	200	Klik
3907	25 titels op longlist ECI Literatuurprijs	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3907	http://web.archive.org/web/20191129230735/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3907	200	Klik
2810	25 titels op Tiplijst AKO Literatuurprijs	https://literatuurplein.nl/detail/nieuws/25-titels-op-tiplijst-ako-literatuurprijs/2810	http://web.archive.org/web/20191201020542/https://literatuurplein.nl/detail/nieuws/25-titels-op-tiplijst-ako-literatuurprijs/2810	200	Klik
1633	53ste Kinderboekenweek van start gegaan met Kinderboekenbal	https://literatuurplein.nl/detail/nieuws/53ste-kinderboekenweek-van-start-gegaan-met-kinderboekenbal/1633	http://web.archive.org/web/20191201043829/https://literatuurplein.nl/detail/nieuws/53ste-kinderboekenweek-van-start-gegaan-met-kinderboekenbal/1633	200	Klik
2281	75 auteurs in 75ste Boekenweek	https://literatuurplein.nl/detail/nieuws/75-auteurs-in-75ste-boekenweek/2281	http://web.archive.org/web/20191201024731/https://literatuurplein.nl/detail/nieuws/75-auteurs-in-75ste-boekenweek/2281	200	Klik
2352	75 auteurs schrijven brief aan hun jongere ik	https://literatuurplein.nl/detail/nieuws/75-auteurs-schrijven-brief-aan-hun-jongere-ik/2352	http://web.archive.org/web/20191201032216/https://literatuurplein.nl/detail/nieuws/75-auteurs-schrijven-brief-aan-hun-jongere-ik/2352	200	Klik
2692	76ste Boekenweek van start gegaan	https://literatuurplein.nl/detail/nieuws/76ste-boekenweek-van-start-gegaan/2692	http://web.archive.org/web/20191201032407/https://literatuurplein.nl/detail/nieuws/76ste-boekenweek-van-start-gegaan/2692	200	Klik
2916	77ste Boekenweek van start gegaan	https://literatuurplein.nl/detail/nieuws/77ste-boekenweek-van-start-gegaan/2916	http://web.archive.org/web/20191201021810/https://literatuurplein.nl/detail/nieuws/77ste-boekenweek-van-start-gegaan/2916	200	Klik
1384	9/11 in de literatuur	https://literatuurplein.nl/detail/nieuws/9-11-in-de-literatuur/1384	http://web.archive.org/web/20191201054002/https://literatuurplein.nl/detail/nieuws/9-11-in-de-literatuur/1384	200	Klik
533	A clean sweep voor The Return of the King	https://literatuurplein.nl/detail/nieuws/a-clean-sweep-voor-the-return-of-the-king/533	http://web.archive.org/web/20191201070329/https://literatuurplein.nl/detail/nieuws/a-clean-sweep-voor-the-return-of-the-king/533	200	Klik
3711	A Perfect Day winnaar Film by the Sea	https://literatuurplein.nl/detail/nieuws/-i-a-perfect-day-i-winnaar-film-by-the-sea/3711	http://web.archive.org/web/20191201010737/https://literatuurplein.nl/detail/nieuws/-i-a-perfect-day-i-winnaar-film-by-the-sea/3711	200	Klik
3711	A Perfect Day winnaar Film by the Sea	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3711	http://web.archive.org/web/20191129224651/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3711	200	Klik
1315	A. Roland Holst Penning voor Esther Jansma	https://literatuurplein.nl/detail/nieuws/a-roland-holst-penning-voor-esther-jansma/1315	http://web.archive.org/web/20191201050932/https://literatuurplein.nl/detail/nieuws/a-roland-holst-penning-voor-esther-jansma/1315	200	Klik
319	A. Roland Holst Penning voor H.C. ten Berge	https://literatuurplein.nl/detail/nieuws/a-roland-holst-penning-voor-h-c-ten-berge/319	http://web.archive.org/web/20191201065810/https://literatuurplein.nl/detail/nieuws/a-roland-holst-penning-voor-h-c-ten-berge/319	200	Klik
2104	A. Roland Holstprijs voor dichteres Hester Knibbe	https://literatuurplein.nl/detail/nieuws/a-roland-holstprijs-voor-dichteres-hester-knibbe/2104	http://web.archive.org/web/20191201034317/https://literatuurplein.nl/detail/nieuws/a-roland-holstprijs-voor-dichteres-hester-knibbe/2104	200	Klik
2895	A. Roland Holstprijs voor Jacob Groot	https://literatuurplein.nl/detail/nieuws/a-roland-holstprijs-voor-jacob-groot/2895	http://web.archive.org/web/20191201015723/https://literatuurplein.nl/detail/nieuws/a-roland-holstprijs-voor-jacob-groot/2895	200	Klik
457	A.F.Th. blijft bij uitgeverij Querido	https://literatuurplein.nl/detail/nieuws/a-f-th-blijft-bij-uitgeverij-querido/457	http://web.archive.org/web/20191201064615/https://literatuurplein.nl/detail/nieuws/a-f-th-blijft-bij-uitgeverij-querido/457	200	Klik
449	A.F.Th. gaat op zoek naar een andere uitgever	https://literatuurplein.nl/detail/nieuws/a-f-th-gaat-op-zoek-naar-een-andere-uitgever/449	http://web.archive.org/web/20191201071820/https://literatuurplein.nl/detail/nieuws/a-f-th-gaat-op-zoek-naar-een-andere-uitgever/449	200	Klik
2209	A.F.Th. van der Heijden van Querido naar De Bezige Bij	https://literatuurplein.nl/detail/nieuws/a-f-th-van-der-heijden-van-querido-naar-de-bezige-bij/2209	http://web.archive.org/web/20191201032419/https://literatuurplein.nl/detail/nieuws/a-f-th-van-der-heijden-van-querido-naar-de-bezige-bij/2209	200	Klik
3144	A.F.Th. van der Heijden weer in het openbaar	https://literatuurplein.nl/detail/nieuws/a-f-th-van-der-heijden-weer-in-het-openbaar/3144	http://web.archive.org/web/20191201015525/https://literatuurplein.nl/detail/nieuws/a-f-th-van-der-heijden-weer-in-het-openbaar/3144	200	Klik
3144	A.F.Th. van der Heijden weer in het openbaar	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3144	http://web.archive.org/web/20191129221815/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3144	200	Klik
3779	A.S. Byatt bekroond met Erasmusprijs	https://literatuurplein.nl/detail/nieuws/a-s-byatt-bekroond-met-erasmusprijs/3779	http://web.archive.org/web/20191201001820/https://literatuurplein.nl/detail/nieuws/a-s-byatt-bekroond-met-erasmusprijs/3779	200	Klik
3779	A.S. Byatt bekroond met Erasmusprijs	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3779	http://web.archive.org/web/20191129225400/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3779	200	Klik
2006	Aad Meinderts van Stichting Lezen naar Letterkundig Museum	https://literatuurplein.nl/detail/nieuws/aad-meinderts-van-stichting-lezen-naar-letterkundig-museum/2006	http://web.archive.org/web/20191201035155/https://literatuurplein.nl/detail/nieuws/aad-meinderts-van-stichting-lezen-naar-letterkundig-museum/2006	200	Klik
736	Aad Meinderts wordt nieuwe directeur Stichting Lezen	https://literatuurplein.nl/detail/nieuws/aad-meinderts-wordt-nieuwe-directeur-stichting-lezen/736	http://web.archive.org/web/20191201061228/https://literatuurplein.nl/detail/nieuws/aad-meinderts-wordt-nieuwe-directeur-stichting-lezen/736	200	Klik
1625	Aad Nuis en Boris Dittrich ontvangen NBb-legpenning	https://literatuurplein.nl/detail/nieuws/aad-nuis-en-boris-dittrich-ontvangen-nbb-legpenning/1625	http://web.archive.org/web/20191201053645/https://literatuurplein.nl/detail/nieuws/aad-nuis-en-boris-dittrich-ontvangen-nbb-legpenning/1625	200	Klik
2539	Aanbod grootletterboeken ook voor de toekomst gewaarborgd	https://literatuurplein.nl/detail/nieuws/aanbod-grootletterboeken-ook-voor-de-toekomst-gewaarborgd/2539	http://web.archive.org/web/20191201030118/https://literatuurplein.nl/detail/nieuws/aanbod-grootletterboeken-ook-voor-de-toekomst-gewaarborgd/2539	200	Klik
3290	Aandacht voor literatuur op IDFA	https://literatuurplein.nl/detail/nieuws/aandacht-voor-literatuur-op-idfa/3290	http://web.archive.org/web/20191201012851/https://literatuurplein.nl/detail/nieuws/aandacht-voor-literatuur-op-idfa/3290	200	Klik
487	Aanklacht wegens eerroof tegen Dario Fo	https://literatuurplein.nl/detail/nieuws/aanklacht-wegens-eerroof-tegen-dario-fo/487	http://web.archive.org/web/20191201070911/https://literatuurplein.nl/detail/nieuws/aanklacht-wegens-eerroof-tegen-dario-fo/487	200	Klik
404	Aantal nieuwe titels op Frankfurter Buchmesse daalt verder	https://literatuurplein.nl/detail/nieuws/aantal-nieuwe-titels-op-frankfurter-buchmesse-daalt-verder/404	http://web.archive.org/web/20191201065152/https://literatuurplein.nl/detail/nieuws/aantal-nieuwe-titels-op-frankfurter-buchmesse-daalt-verder/404	200	Klik
1575	Aanwinsten en canon Letterkundig Museum	https://literatuurplein.nl/detail/nieuws/aanwinsten-en-canon-letterkundig-museum/1575	http://web.archive.org/web/20191201051158/https://literatuurplein.nl/detail/nieuws/aanwinsten-en-canon-letterkundig-museum/1575	200	Klik
3900	Abchazische schrijver Fazil Iskander overleden	https://literatuurplein.nl/detail/nieuws/abchazische-schrijver-fazil-iskander-overleden/3900	http://web.archive.org/web/20191201002434/https://literatuurplein.nl/detail/nieuws/abchazische-schrijver-fazil-iskander-overleden/3900	200	Klik
3900	Abchazische schrijver Fazil Iskander overleden	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3900	http://web.archive.org/web/20191129230640/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3900	200	Klik
4000	Abdelkader Benali juryvoorzitter Libris Literatuur Prijs 2018	https://literatuurplein.nl/detail/nieuws/abdelkader-benali-juryvoorzitter-libris-literatuur-prijs-2018/4000	http://web.archive.org/web/20191201004416/https://literatuurplein.nl/detail/nieuws/abdelkader-benali-juryvoorzitter-libris-literatuur-prijs-2018/4000	200	Klik
3410	Abdelkader Benali maakt winnaars schrijfwedstrijd Boekenweek bekend	https://literatuurplein.nl/detail/nieuws/abdelkader-benali-maakt-winnaars-schrijfwedstrijd-boekenweek-bekend/3410	http://web.archive.org/web/20191201010926/https://literatuurplein.nl/detail/nieuws/abdelkader-benali-maakt-winnaars-schrijfwedstrijd-boekenweek-bekend/3410	200	Klik
621	Abdelkader Benali vertrekt bij uitgeverij Vassallucci	https://literatuurplein.nl/detail/nieuws/abdelkader-benali-vertrekt-bij-uitgeverij-vassallucci/621	http://web.archive.org/web/20191201071658/https://literatuurplein.nl/detail/nieuws/abdelkader-benali-vertrekt-bij-uitgeverij-vassallucci/621	200	Klik
322	Abdelkader Benali wint Libris Literatuur Prijs	https://literatuurplein.nl/detail/nieuws/abdelkader-benali-wint-libris-literatuur-prijs/322	http://web.archive.org/web/20191201070828/https://literatuurplein.nl/detail/nieuws/abdelkader-benali-wint-libris-literatuur-prijs/322	200	Klik
2105	ABN AMRO Bank Prijs voor Beste Non-Fictie Boek naar Europa Europa! van Geert Buelens	https://literatuurplein.nl/detail/nieuws/abn-amro-bank-prijs-voor-beste-non-fictie-boek-naar-i-europa-europa-i-van-geert-buelens/2105	http://web.archive.org/web/20191201041102/https://literatuurplein.nl/detail/nieuws/abn-amro-bank-prijs-voor-beste-non-fictie-boek-naar-i-europa-europa-i-van-geert-buelens/2105	200	Klik
2169	ABN AMRO blijft hoofdsponsor Nederlandse Kinderjury	https://literatuurplein.nl/detail/nieuws/abn-amro-blijft-hoofdsponsor-nederlandse-kinderjury/2169	http://web.archive.org/web/20191201035656/https://literatuurplein.nl/detail/nieuws/abn-amro-blijft-hoofdsponsor-nederlandse-kinderjury/2169	200	Klik
2647	ABN AMRO sponsort ook Nationale Voorleesdagen en Kinderboekenweek	https://literatuurplein.nl/detail/nieuws/abn-amro-sponsort-ook-nationale-voorleesdagen-en-kinderboekenweek/2647	http://web.archive.org/web/20191201031440/https://literatuurplein.nl/detail/nieuws/abn-amro-sponsort-ook-nationale-voorleesdagen-en-kinderboekenweek/2647	200	Klik
1969	Academica Debutantenprijs 2007/2008 voor Marieke van der Pol	https://literatuurplein.nl/detail/nieuws/academica-debutantenprijs-2007-2008-voor-marieke-van-der-pol/1969	http://web.archive.org/web/20191201041108/https://literatuurplein.nl/detail/nieuws/academica-debutantenprijs-2007-2008-voor-marieke-van-der-pol/1969	200	Klik
2818	Academica Literatuurprijs naar Peter Buwalda	https://literatuurplein.nl/detail/nieuws/academica-literatuurprijs-naar-peter-buwalda/2818	http://web.archive.org/web/20191201015233/https://literatuurplein.nl/detail/nieuws/academica-literatuurprijs-naar-peter-buwalda/2818	200	Klik
2123	Acht boeken onderscheiden met Het Lintje van de Boekverkoper	https://literatuurplein.nl/detail/nieuws/acht-boeken-onderscheiden-met-het-lintje-van-de-boekverkoper-/2123	http://web.archive.org/web/20191201041334/https://literatuurplein.nl/detail/nieuws/acht-boeken-onderscheiden-met-het-lintje-van-de-boekverkoper-/2123	200	Klik
1251	Acht nominaties voor Brokeback Mountain	https://literatuurplein.nl/detail/nieuws/acht-nominaties-voor-brokeback-mountain/1251	http://web.archive.org/web/20191201043428/https://literatuurplein.nl/detail/nieuws/acht-nominaties-voor-brokeback-mountain/1251	200	Klik
2118	Acht nominaties voor IMPAC Award 2009	https://literatuurplein.nl/detail/nieuws/acht-nominaties-voor-impac-award-2009/2118	http://web.archive.org/web/20191201040427/https://literatuurplein.nl/detail/nieuws/acht-nominaties-voor-impac-award-2009/2118	200	Klik
1494	Acht nominaties voor International IMPAC Dublin Literary Award	https://literatuurplein.nl/detail/nieuws/acht-nominaties-voor-international-impac-dublin-literary-award/1494	http://web.archive.org/web/20191201051052/https://literatuurplein.nl/detail/nieuws/acht-nominaties-voor-international-impac-dublin-literary-award/1494	200	Klik
2526	Acht schrijvers genomineerd voor Halewijnprijs 2010	https://literatuurplein.nl/detail/nieuws/acht-schrijvers-genomineerd-voor-halewijnprijs-2010/2526	http://web.archive.org/web/20191201031615/https://literatuurplein.nl/detail/nieuws/acht-schrijvers-genomineerd-voor-halewijnprijs-2010/2526	200	Klik
1530	Achter de sluier van Afghaanse vrouwen	https://literatuurplein.nl/detail/nieuws/achter-de-sluier-van-afghaanse-vrouwen/1530	http://web.archive.org/web/20191201052608/https://literatuurplein.nl/detail/nieuws/achter-de-sluier-van-afghaanse-vrouwen/1530	200	Klik
3268	Achtste editie Nederland Leest vandaag van start	https://literatuurplein.nl/detail/nieuws/achtste-editie-nederland-leest-vandaag-van-start/3268	http://web.archive.org/web/20191201005905/https://literatuurplein.nl/detail/nieuws/achtste-editie-nederland-leest-vandaag-van-start/3268	200	Klik
1173	Achtste Hercule Poirot-prijs voor Johanna Spaey	https://literatuurplein.nl/detail/nieuws/achtste-hercule-poirot-prijs-voor-johanna-spaey/1173	http://web.archive.org/web/20191201060946/https://literatuurplein.nl/detail/nieuws/achtste-hercule-poirot-prijs-voor-johanna-spaey/1173	200	Klik
2097	Achtste Inktaap voor A.F.Th. van der Heijden	https://literatuurplein.nl/detail/nieuws/achtste-inktaap-voor-a-f-th-van-der-heijden/2097	http://web.archive.org/web/20191201042419/https://literatuurplein.nl/detail/nieuws/achtste-inktaap-voor-a-f-th-van-der-heijden/2097	200	Klik
2233	Achtste Tzum-prijs voor Erwin Mortier	https://literatuurplein.nl/detail/nieuws/achtste-tzum-prijs-voor-erwin-mortier/2233	http://web.archive.org/web/20191201032942/https://literatuurplein.nl/detail/nieuws/achtste-tzum-prijs-voor-erwin-mortier/2233	200	Klik
